x,y,z
599092.21086,4075861.23238,-74.2619996697
596823.963958,4077998.8805,-89.7350327566
595689.087369,4076392.71739,-174.292102681
594933.121735,4076392.16917,-199.500809357
608920.15614,4078000.39114,67.0899788068
608920.093028,4076931.12223,50.6268970688
609298.077299,4076396.54471,50.2804759061
608542.047482,4076396.44884,36.2267033181
608920.026185,4075861.88638,36.3035999667
605140.109968,4077999.88754,8.30367707497
605896.099374,4077999.99502,18.7813657345
605458.137215,4077442.07133,2.50493630296
606274.062495,4077465.406,14.5851275775
606652.096385,4078000.10494,29.5925313192
607408.106826,4078000.21056,41.2355836869
607030.066041,4077465.52055,25.9333908283
607408.040809,4076930.94272,23.3349955377
607786.021965,4076396.36132,22.2154850066
607407.97809,4075861.69225,7.99929058103
608164.005269,4075861.77957,22.6986428045
605140.035587,4076930.65007,-10.9963900494
608541.975792,4075327.24401,23.2982758727
608541.929891,4073188.88401,7.93528976339
608919.932334,4072654.34098,18.226041898
609297.953949,4072119.79239,27.5600624704
608206.394472,4073727.88991,-0.92058628857
608541.936778,4072119.8166,15.6377286202
608919.951359,4071585.26871,24.0827614099
608541.957301,4071050.74968,20.3833671173
608919.973241,4070516.19101,28.0862212144
608163.941471,4071585.29661,13.1536501106
608163.963275,4070516.21189,16.1984593398
608541.975579,4069981.65216,24.1435719868
608163.97642,4069447.11404,20.6331491978
607785.96412,4069981.67037,13.0810286768
607407.972443,4069447.14023,10.4077529284
607785.980046,4068912.57631,16.9815054675
609298.000363,4067843.45702,42.8222639283
607406.552893,4073724.11661,-47.5745845453
606274.154073,4072119.81729,-17.8643654904
605896.169982,4071585.15472,-18.423895049
606966.63408,4070010.32492,2.53775487719
604739.245447,4070969.89516,-35.2901219859
606308.516617,4067862.10574,-0.702485917068
607407.989104,4068378.04052,12.6366538732
605140.05728,4068378.07616,-12.7534744118
607785.990029,4067843.48608,19.6831384513
604384.086368,4068378.07268,-19.1129352085
608163.993455,4067308.94242,26.5692535744
608919.999056,4067308.9274,38.1710237494
607785.996463,4066774.42099,21.9807154046
608541.99975,4066774.40259,33.3871639266
602452.638425,4074320.97393,-183.052565832
602928.222684,4072486.37814,-288.48534427
604407.612895,4071666.44837,-140.205320702
601651.288857,4072776.56446,-290.200124456
601767.102517,4073533.77216,-338.896401744
601267.570891,4072249.28449,-273.962562707
601677.688495,4074320.97393,-174.44201106
